Category;FullScientificName;ScientificName;FrenchName;Rarete
A;Phylloscopus humei (Brooks, WE, 1878);Phylloscopus humei;Pouillot de Hume;Epique
A;Phylloscopus inornatus (Blyth, 1842);Phylloscopus inornatus;Pouillot à grands sourcils;Epique
A;Phylloscopus proregulus (Pallas, 1811);Phylloscopus proregulus;Pouillot de Pallas;Epique
A;Phylloscopus schwarzi (Radde, 1863);Phylloscopus schwarzi;Pouillot de Schwarz;Legendaire
A;Phylloscopus fuscatus (Blyth, 1842);Phylloscopus fuscatus;Pouillot brun;Epique
A;Phylloscopus trochilus (Linnaeus, 1758);Phylloscopus trochilus;Pouillot fitis ;Commun
A;Phylloscopus collybita (Vieillot, 1817);Phylloscopus collybita;Pouillot véloce;Commun
A;Phylloscopus ibericus Ticehurst, 1937;Phylloscopus ibericus;Pouillot ibérique;Rare
A;Phylloscopus coronatus (Temminck & Schlegel, 1847);Phylloscopus coronatus;Pouillot de Temminck;Legendaire
A;Phylloscopus plumbeitarsus Swinhoe, 1861;Phylloscopus plumbeitarsus;Pouillot à pattes sombres;Legendaire
A;Phylloscopus trochiloides (Sundevall, 1837);Phylloscopus trochiloides;Pouillot verdâtre;Epique
A;Phylloscopus borealis (Blasius, JH, 1858);Phylloscopus borealis;Pouillot boréal;Epique
A;Acrocephalus arundinaceus (Linnaeus, 1758);Acrocephalus arundinaceus;Rousserolle turdoïde;Commun
A;Acrocephalus melanopogon (Temminck, 1823);Acrocephalus melanopogon;Lusciniole à moustaches;Rare
A;Acrocephalus paludicola (Vieillot, 1817);Acrocephalus paludicola;Phragmite aquatique;Rare
A;Acrocephalus schoenobaenus (Linnaeus, 1758);Acrocephalus schoenobaenus;Phragmite des joncs;Commun
A;Acrocephalus agricola (Jerdon, 1845);Acrocephalus agricola;Rousserolle isabelle;Legendaire
A;Acrocephalus dumetorum Blyth, 1849;Acrocephalus dumetorum;Rousserolle des buissons;Epique
A;Acrocephalus scirpaceus (Hermann, 1804);Acrocephalus scirpaceus;Rousserolle effarvatte;Commun
A;Acrocephalus palustris (Bechstein, 1798);Acrocephalus palustris;Rousserolle verderolle;Commun
A;Iduna caligata (Lichtenstein, MHK, 1823);Iduna caligata;Hypolaïs bottée;Epique
A;Iduna rama (Sykes, 1832);Iduna rama;Hypolaïs rama;Legendaire
A;Iduna pallida (Hemprich & Ehrenberg, 1833);Iduna pallida;Hypolaïs pâle;Epique
A;Iduna opaca (Cabanis, 1850);Iduna opaca;Hypolaïs obscure;Rare
A;Hippolais polyglotta (Vieillot, 1817);Hippolais polyglotta;Hypolaïs polyglotte;Commun
A;Hippolais icterina (Vieillot, 1817);Hippolais icterina;Hypolaïs ictérine;Commun
A;Helopsaltes certhiola (Pallas, 1811);Helopsaltes certhiola;Locustelle de Pallas;Legendaire
A;Locustella lanceolata (Temminck, 1840);Locustella lanceolata;Locustelle lancéolée;Legendaire
A;Locustella fluviatilis (Wolf, 1810);Locustella fluviatilis;Locustelle fluviatile;Rare
A;Locustella luscinioides (Savi, 1824);Locustella luscinioides;Locustelle luscinioïde;Commun
A;Locustella naevia (Boddaert, 1783);Locustella naevia;Locustelle tachetée;Commun
A;Cisticola juncidis (Rafinesque, 1810);Cisticola juncidis;Cisticole des joncs;Commun
A;Sylvia atricapilla (Linnaeus, 1758);Sylvia atricapilla;Fauvette à tête noire;Commun
A;Sylvia borin (Boddaert, 1783);Sylvia borin;Fauvette des jardins;Commun
A;Curruca nisoria (Bechstein, 1792);Curruca nisoria;Fauvette épervière;Rare
A;Curruca curruca (Linnaeus, 1758);Curruca curruca;Fauvette babillarde;Commun
A;Curruca hortensis (Gmelin, JF, 1789);Curruca hortensis;Fauvette orphée;Rare
A;Curruca nana Hemprich & Ehrenberg, 1833;Curruca nana;Fauvette naine;Epique
A;Curruca deserticola (Tristram, 1859);Curruca deserticola;Fauvette de l'Atlas;Legendaire
A;Curruca ruppeli (Temminck, 1823);Curruca ruppeli;Fauvette de Rüppell;Legendaire
A;Curruca melanocephala (Gmelin, JF, 1789);Curruca melanocephala;Fauvette mélanocéphale;Commun
A;Curruca iberiae (Svensson, 2013);Curruca iberiae;Fauvette passerinette ;Commun
A;Curruca subalpina (Temminck, 1820);Curruca subalpina;Fauvette de Moltoni;Rare
A;Curruca cantillans (Pallas, 1764) ;Curruca cantillans;Fauvette des Balkans;Epique
A;Curruca communis (Latham, 1787);Curruca communis;Fauvette grisette;Commun
A;Curruca conspicillata (Temminck, 1820);Curruca conspicillata;Fauvette à lunettes;Rare
A;Curruca sarda (Temminck, 1820);Curruca sarda;Fauvette sarde;Rare
A;Curruca undata (Boddaert, 1783);Curruca undata;Fauvette pitchou;Commun
A;Regulus ignicapilla (Temminck, 1820);Regulus ignicapilla;Roitelet à triple bandeau;Commun
A;Regulus regulus (Linnaeus, 1758);Regulus regulus;Roitelet huppé;Commun
A;Troglodytes troglodytes (Linnaeus, 1758);Troglodytes troglodytes;Troglodyte mignon;Commun
A;Sitta whiteheadi Sharpe, 1884;Sitta whiteheadi;Sittelle corse;Rare
A;Sitta europaea Linnaeus, 1758;Sitta europaea;Sittelle torchepot;Commun
A;Tichodroma muraria (Linnaeus, 1766);Tichodroma muraria;Tichodrome échelette;Rare
A;Certhia familiaris Linnaeus, 1758;Certhia familiaris;Grimpereau des bois;Commun
A;Certhia brachydactyla Brehm, CL, 1820;Certhia brachydactyla;Grimpereau des jardins;Commun
A;Pastor roseus (Linnaeus, 1758);Pastor roseus;Étourneau roselin;Rare
A;Sturnus vulgaris Linnaeus, 1758;Sturnus vulgaris;Étourneau sansonnet;Commun
A;Sturnus unicolor Temminck, 1820;Sturnus unicolor;Étourneau unicolore;Rare
A;Catharus ustulatus (Nuttall, 1840);Catharus ustulatus;Grive à dos olive;Legendaire
A;Catharus minimus (Lafresnaye, 1848);Catharus minimus;Grive à joues grises;Epique
A;Zoothera aurea (Holandre, 1825);Zoothera aurea;Grive dorée;Legendaire
A;Geokichla sibirica (Pallas, 1776);Geokichla sibirica;Grive de Sibérie;Legendaire
A;Turdus philomelos Brehm, CL, 1831;Turdus philomelos;Grive musicienne;Commun
A;Turdus viscivorus Linnaeus, 1758;Turdus viscivorus;Grive draine;Commun
A;Turdus iliacus Linnaeus, 1758;Turdus iliacus;Grive mauvis;Commun
A;Turdus merula Linnaeus, 1758;Turdus merula;Merle noir;Commun
A;Turdus obscurus Gmelin, JF, 1789;Turdus obscurus;Grive obscure;Epique
A;Turdus pilaris Linnaeus, 1758;Turdus pilaris;Grive litorne;Commun
A;Turdus torquatus Linnaeus, 1758;Turdus torquatus;Merle à plastron;Rare
A;Turdus atrogularis Jarocki, 1819;Turdus atrogularis;Grive à gorge noire;Epique
A;Turdus ruficollis Pallas, 1776;Turdus ruficollis;Grive à gorge rousse;Epique
A;Turdus eunomus Temminck, 1831;Turdus eunomus;Grive à ailes rousses;Epique
A;Turdus naumanni Temminck, 1820;Turdus naumanni;Grive de Naumann;Legendaire
A;Cercotrichas galactotes (Temminck, 1820);Cercotrichas galactotes;Agrobate roux;Rare
A;Muscicapa striata (Pallas, 1764);Muscicapa striata;Gobemouche gris;Commun
A;Muscicapa tyrrhenica Schiebel, 1910;Muscicapa tyrrhenica;Gobemouche tyrrhénien;Rare
A;Erithacus rubecula (Linnaeus, 1758);Erithacus rubecula;Rougegorge familier;Commun
A;Luscinia luscinia (Linnaeus, 1758);Luscinia luscinia;Rossignol progné;Epique
A;Luscinia megarhynchos Brehm, CL, 1831;Luscinia megarhynchos;Rossignol philomèle;Commun
A;Luscinia svecica (Linnaeus, 1758);Luscinia svecica;Gorgebleue à miroir;Commun
A;Ficedula parva (Bechstein, 1792);Ficedula parva;Gobemouche nain;Rare
A;Ficedula semitorquata (Homeyer, 1885);Ficedula semitorquata;Gobemouche à demi-collier;Epique
A;Ficedula hypoleuca (Pallas, 1764);Ficedula hypoleuca;Gobemouche noir;Commun
A;Ficedula albicollis (Temminck, 1815);Ficedula albicollis;Gobemouche à collier;Rare
A;Tarsiger cyanurus (Pallas, 1773);Tarsiger cyanurus;Robin à flancs roux;Epique
A;Phoenicurus ochruros (Gmelin, SG, 1774);Phoenicurus ochruros;Rougequeue noir;Commun
A;Phoenicurus phoenicurus (Linnaeus, 1758);Phoenicurus phoenicurus;Rougequeue à front blanc;Commun
A;Phoenicurus moussieri (Olphe-Galliard, 1852);Phoenicurus moussieri;Rougequeue de Moussier;Legendaire
A;Monticola saxatilis (Linnaeus, 1766);Monticola saxatilis;Monticole de roche;Rare
A;Monticola solitarius (Linnaeus, 1758);Monticola solitarius;Monticole bleu;Commun
A;Saxicola rubetra (Linnaeus, 1758);Saxicola rubetra;Tarier des prés;Commun
A;Saxicola maurus (Pallas, 1773);Saxicola maurus;Tarier de Sibérie;Epique
A;Saxicola rubicola (Linnaeus, 1766);Saxicola rubicola;Tarier pâtre;Commun
A;Oenanthe oenanthe (Linnaeus, 1758);Oenanthe oenanthe;Traquet motteux;Commun
A;Oenanthe seebohmi (Dixon, 1882);Oenanthe seebohmi;Traquet de Seebohm;Legendaire
A;Oenanthe isabellina (Temminck, 1829);Oenanthe isabellina;Traquet isabelle;Epique
A;Oenanthe deserti (Temminck, 1825);Oenanthe deserti;Traquet du désert;Legendaire
A;Oenanthe hispanica (Linnaeus, 1758);Oenanthe hispanica;Traquet oreillard;Commun
A;Oenanthe pleschanka (Lepechin, 1770);Oenanthe pleschanka;Traquet pie;Epique
A;Oenanthe melanoleuca (Güldenstädt, 1775);Oenanthe melanoleuca;Traquet noir et blanc;Legendaire
A;Oenanthe xanthoprymna (Hemprich & Ehrenberg, 1833);Oenanthe xanthoprymna;Traquet kurde;Legendaire
A;Oenanthe leucopyga (Brehm, CL, 1855);Oenanthe leucopyga;Traquet à tête blanche;Legendaire
A;Oenanthe leucura (Gmelin, JF, 1789);Oenanthe leucura;Traquet rieur;Rare
A;Cinclus cinclus (Linnaeus, 1758);Cinclus cinclus;Cincle plongeur;Commun
A;Petronia petronia (Linnaeus, 1766);Petronia petronia;Moineau soulcie;Commun
A;Montifringilla nivalis (Linnaeus, 1766);Montifringilla nivalis;Niverolle alpine;Commun
A;Passer montanus (Linnaeus, 1758);Passer montanus;Moineau friquet;Commun
A;Passer hispaniolensis (Temminck, 1820);Passer hispaniolensis;Moineau espagnol;Rare
A;Passer italiae (Vieillot, 1817);Passer italiae;Moineau cisalpin;Rare
A;Passer domesticus (Linnaeus, 1758);Passer domesticus;Moineau domestique;Commun
A;Prunella collaris (Scopoli, 1769);Prunella collaris;Accenteur alpin;Commun
A;Prunella atrogularis (von Brandt, JF, 1843);Prunella atrogularis;Accenteur à gorge noire;Legendaire
A;Prunella modularis (Linnaeus, 1758);Prunella modularis;Accenteur mouchet;Commun
A;Motacilla flava Linnaeus, 1758;Motacilla flava;Bergeronnette printanière;Commun
A;Motacilla tschutschensis Gmelin, JF, 1789;Motacilla tschutschensis;Bergeronnette orientale;Epique
A;Motacilla citreola Pallas, 1776;Motacilla citreola;Bergeronnette citrine;Rare
A;Motacilla cinerea Tunstall, 1771;Motacilla cinerea;Bergeronnette des ruisseaux;Commun
A;Motacilla alba Linnaeus, 1758;Motacilla alba;Bergeronnette grise;Commun
A;Anthus richardi Vieillot, 1818;Anthus richardi;Pipit de Richard;Rare
A;Anthus godlewskii (Taczanowski, 1876);Anthus godlewskii;Pipit de Godlewski;Legendaire
A;Anthus campestris (Linnaeus, 1758);Anthus campestris;Pipit rousseline;Commun
A;Anthus pratensis (Linnaeus, 1758);Anthus pratensis;Pipit farlouse;Commun
A;Anthus trivialis (Linnaeus, 1758);Anthus trivialis;Pipit des arbres;Commun
A;Anthus hodgsoni Richmond, 1907;Anthus hodgsoni;Pipit à dos olive;Epique
A;Anthus gustavi Swinhoe, 1863;Anthus gustavi;Pipit de la Petchora;Legendaire
A;Anthus cervinus (Pallas, 1811);Anthus cervinus;Pipit à gorge rousse;Rare
A;Anthus japonicus Temminck & Schlegel, 1847;Anthus japonicus;Pipit de Sibérie;Legendaire
A;Anthus rubescens (Tunstall, 1771);Anthus rubescens;Pipit farlousane;Epique
A;Anthus spinoletta (Linnaeus, 1758);Anthus spinoletta;Pipit spioncelle;Commun
A;Anthus petrosus (Montagu, 1798);Anthus petrosus;Pipit maritime;Commun
A;Fringilla coelebs Linnaeus, 1758;Fringilla coelebs;Pinson des arbres;Commun
A;Fringilla spodiogenys (Bonaparte, 1841);Fringilla spodiogenys;Pinson africain;Legendaire
A;Fringilla montifringilla Linnaeus, 1758;Fringilla montifringilla;Pinson du Nord;Commun
A;Coccothraustes coccothraustes (Linnaeus, 1758);Coccothraustes coccothraustes;Grosbec casse-noyaux;Commun
A;Pinicola enucleator (Linnaeus, 1758);Pinicola enucleator;Durbec des sapins;Legendaire
A;Pyrrhula pyrrhula (Linnaeus, 1758);Pyrrhula pyrrhula;Bouvreuil pivoine;Commun
A;Bucanetes githagineus (Lichtenstein, MHK, 1823);Bucanetes githagineus;Roselin githagine;Legendaire
A;Carpodacus erythrinus (Pallas, 1770);Carpodacus erythrinus;Roselin cramoisi;Epique
A;Chloris chloris (Linnaeus, 1758);Chloris chloris;Verdier d'Europe;Commun
A;Linaria flavirostris (Linnaeus, 1758);Linaria flavirostris;Linotte à bec jaune ;Rare
A;Linaria cannabina (Linnaeus, 1758);Linaria cannabina;Linotte mélodieuse;Commun
A;Acanthis flammea (Linnaeus, 1758);Acanthis flammea;Sizerin flammé;Rare
A;Loxia pytyopsittacus Borkhausen, 1793;Loxia pytyopsittacus;Bec-croisé perroquet;Legendaire
A;Loxia curvirostra Linnaeus, 1758;Loxia curvirostra;Bec-croisé des sapins;Commun
A;Loxia leucoptera Gmelin, JF, 1789;Loxia leucoptera;Bec-croisé bifascié;Legendaire
A;Carduelis carduelis (Linnaeus, 1758);Carduelis carduelis;Chardonneret élégant;Commun
A;Carduelis citrinella (Pallas, 1764);Carduelis citrinella;Venturon montagnard;Commun
A;Carduelis corsicana (Koenig, AF, 1899);Carduelis corsicana;Venturon corse;Rare
A;Serinus serinus (Linnaeus, 1766);Serinus serinus;Serin cini;Commun
A;Spinus spinus (Linnaeus, 1758);Spinus spinus;Tarin des aulnes;Commun
A;Calcarius lapponicus (Linnaeus, 1758);Calcarius lapponicus;Bruant lapon;Rare
A;Plectrophenax nivalis (Linnaeus, 1758);Plectrophenax nivalis;Bruant des neiges;Rare
A;Emberiza calandra Linnaeus, 1758;Emberiza calandra;Bruant proyer;Commun
A;Emberiza citrinella Linnaeus, 1758;Emberiza citrinella;Bruant jaune;Commun
A;Emberiza leucocephalos Gmelin, SG, 1771;Emberiza leucocephalos;Bruant à calotte blanche;Legendaire
A;Emberiza cia Linnaeus, 1766;Emberiza cia;Bruant fou;Commun
A;Emberiza hortulana Linnaeus, 1758;Emberiza hortulana;Bruant ortolan;Rare
A;Emberiza cirlus Linnaeus, 1766;Emberiza cirlus;Bruant zizi;Commun
A;Emberiza pusilla Pallas, 1776;Emberiza pusilla;Bruant nain;Epique
A;Emberiza rustica Pallas, 1776;Emberiza rustica;Bruant rustique;Epique
A;Emberiza aureola Pallas, 1773;Emberiza aureola;Bruant auréole;Legendaire
A;Emberiza rutila Pallas, 1776;Emberiza rutila;Bruant roux;Legendaire
A;Emberiza melanocephala Scopoli, 1769;Emberiza melanocephala;Bruant mélanocéphale;Epique
A;Emberiza bruniceps von Brandt, JF, 1841;Emberiza bruniceps;Bruant à tête rousse;Legendaire
A;Emberiza spodocephala Pallas, 1776;Emberiza spodocephala;Bruant masqué;Legendaire
A;Emberiza schoeniclus (Linnaeus, 1758);Emberiza schoeniclus;Bruant des roseaux;Commun
A;Zonotrichia leucophrys (Forster, JR, 1772);Zonotrichia leucophrys;Bruant à couronne blanche;Legendaire
A;Zonotrichia albicollis (Gmelin, JF, 1789);Zonotrichia albicollis;Bruant à gorge blanche ;Legendaire
A;Dolichonyx oryzivorus (Linnaeus, 1758);Dolichonyx oryzivorus;Goglu des prés;Legendaire
A;Icterus galbula(Linnaeus, 1758);Icterus galbula(Linnaeus,;Oriole de Baltimore;Legendaire
A;Molothrus ater (Boddaert, 1783);Molothrus ater;Vacher à tête brune;Legendaire
A;Seiurus aurocapilla (Linnaeus, 1766);Seiurus aurocapilla;Paruline couronnée;Legendaire
A;Parkesia noveboracensis (Gmelin, JF, 1789);Parkesia noveboracensis;Paruline des ruisseaux;Legendaire
A;Mniotilta varia (Linnaeus, 1766);Mniotilta varia;Paruline noir et blanc;Legendaire
A;Setophaga ruticilla (Linnaeus, 1758);Setophaga ruticilla;Paruline flamboyante;Legendaire
A;Setophaga americana (Linnaeus, 1758);Setophaga americana;Paruline à collier;Legendaire
A;Setophaga fusca (Müller, PLS, 1776);Setophaga fusca;Paruline à gorge orangée;Legendaire
A;Setophaga aestiva (Gmelin, JF, 1789);Setophaga aestiva;Paruline jaune;Legendaire
A;Setophaga pensylvanica (Linnaeus, 1766);Setophaga pensylvanica;Paruline à flancs marron;Legendaire
A;Setophaga striata (Forster, JR, 1772);Setophaga striata;Paruline rayée;Legendaire
A;Piranga olivacea (Gmelin, JF, 1789);Piranga olivacea;Tangara écarlate;Legendaire
A;Pheucticus ludovicianus (Linnaeus, 1766);Pheucticus ludovicianus;Cardinal à poitrine rose;Legendaire
A*;Macronectes giganteus (J. F. Gmelin, 1789) / M. halli Mathews, 1912  ;Macronectes giganteus;Fulmar géant / de Hall;Legendaire
A*;Pterodroma feae (Salvatori, 1899) / P. deserta Mathews, 1934  ;Pterodroma feae;Pétrel gongon / P. des Desertas;Legendaire
A*;Puffinus baroli (Bonaparte, 1857) / P. boydi Mathews, 1912;Puffinus baroli;Puffin de Macaronésie / de Boyd;Epique
A*;Alaudala rufescens (Vieillot, 1819) / Alaudala heinei (Homeyer, 1873);Alaudala rufescens;Alouette pispolette / Alouette du Turkestan;Rare
AC;Branta leucopsis (Bechstein, 1803);Branta leucopsis;Bernache nonnette;Commun
AC;Anser anser (Linnaeus, 1758);Anser anser;Oie cendrée;Commun
AC;Cygnus olor (Gmelin, JF, 1789);Cygnus olor;Cygne tuberculé;Commun
AC;Anas platyrhynchos Linnaeus, 1758;Anas platyrhynchos;Canard colvert;Commun
AC;Perdix perdix (Linnaeus, 1758);Perdix perdix;Perdrix grise;Commun
AC;Alectoris rufa (Linnaeus, 1758);Alectoris rufa;Perdrix rouge;Commun
AC;Columba livia Gmelin, JF, 1789;Columba livia;Pigeon biset;Commun
AC;Porphyrio porphyrio (Linnaeus, 1758);Porphyrio porphyrio;Talève sultane;Rare
AC;Gyps fulvus (Hablizl, 1783);Gyps fulvus;Vautour fauve;Commun
AC;Aegypius monachus (Linnaeus, 1766);Aegypius monachus;Vautour moine ;Rare
B;Melanitta stejnegeri (Ridgway, 1887);Melanitta stejnegeri;Macreuse de Sibérie;Legendaire
B;Chlamydotis macqueenii (Gray, JE, 1832);Chlamydotis macqueenii;Outarde de Macqueen;Legendaire
B;Fulica cristata Gmelin, JF, 1789;Fulica cristata;Foulque caronculée;Legendaire
B;Fregata magnificens Mathews, 1914;Fregata magnificens;Frégate superbe;Legendaire
B;Torgos tracheliotos (Forster, JR, 1796);Torgos tracheliotos;Vautour oricou;Legendaire
B;Surnia ulula (Linnaeus, 1758);Surnia ulula;Chouette épervière;Legendaire
B;Cyanistes cyanus (Pallas, 1770);Cyanistes cyanus;Mésange azurée;Legendaire
B;Chersophilus duponti (Vieillot, 1824);Chersophilus duponti;Sirli de Dupont;Legendaire
B;Helopsaltes fasciolatus (Gray, GR, 1861);Helopsaltes fasciolatus;Locustelle fasciée;Legendaire
B;Emberiza caesia Cretzschmar, 1827;Emberiza caesia;Bruant cendrillard;Legendaire
B;Emberiza chrysophrys Pallas, 1776;Emberiza chrysophrys;Bruant à sourcils jaunes;Legendaire
BC;Alopochen aegyptiaca (Linnaeus, 1766);Alopochen aegyptiaca;Ouette d'Egypte;Commun
BC;Tadorna ferruginea (Pallas, 1764);Tadorna ferruginea;Tadorne casarca;Rare
BD ;Anser caerulescens (Linnaeus, 1758);Anser caerulescens;Oie des neiges;Rare
C;Branta canadensis (Linnaeus, 1758);Branta canadensis;Bernache du Canada ;Commun
C;Cygnus atratus (Latham, 1790);Cygnus atratus;Cygne noir;Rare
C;Oxyura jamaicensis (Gmelin, JF, 1789);Oxyura jamaicensis;Erismature rousse;Rare
C;Callipepla californica (Shaw, 1798);Callipepla californica;Colin de Californie;Rare
C;Syrmaticus reevesii (Gray, JE, 1829);Syrmaticus reevesii;Faisan vénéré;Rare
C;Phasianus colchicus Linnaeus, 1758;Phasianus colchicus;Faisan de Colchide ;Commun
C;Threskiornis aethiopicus (Latham, 1790);Threskiornis aethiopicus;Ibis sacré;Rare
C;Psittacula krameri (Scopoli, 1769);Psittacula krameri;Perruche à collier;Commun
C;Leiothrix lutea (Scopoli, 1786);Leiothrix lutea;Léiothrix jaune;Rare
C;Euodice malabarica (Linnaeus, 1758);Euodice malabarica;Capucin bec-de-plomb;Rare
C ;Aix galericulata (Linnaeus, 1758);Aix galericulata;Canard mandarin;Rare
